osmid,risk_lvl
"[271379762, 6200773342, 5049976824, 271379763, 4984226713, 4984226707, 5049976183, 4984226710, 4984226715, 5049976211, 5049976822]",1
5049976207,1
"[5286702043, 4984226703, 4984230383, 4984226660, 4984226664, 4984226668, 6200773337, 4984226670, 4984226671, 4984226674, 4984226675, 6200773339]",1
5853689973,2
271379767,1
"[6192474075, 6192474073, 10296352125, 10296352121]",1
"[1865061444, 10296352127, 6192474056, 6192474059, 10296352126]",1
"[271379791, 6229147636, 6229281725, 6229281724, 6229147639, 6229281723, 6229281726, 10296352107, 10296352110]",1
628552770,1
6229147641,0
6229147635,0
271613679,0
271613680,0
1868928896,2
271613674,1
"[271613503, 567090572]",0
3521016222,2
"[567090614, 3521016248, 3521016247, 3521016227, 7095016621, 3521016231, 3790400723, 3790400726, 3790400727]",0
1868928888,1
3521016225,1
271897456,1
6241221064,1
271613735,1
271613683,0
846541077,1
271613724,1
846543707,1
271613695,1
1868928871,1
271613696,1
846543709,2
846541214,2
271613694,2
846535721,2
"[846535724, 846535722]",0
"[846539793, 846537027, 846537029, 846537033, 846537035, 846537041, 6241221060, 846537044, 6241221061, 846537053, 6241221057]",1
6241221059,1
271897454,1
271897548,2
271897455,1
846543708,1
6578443792,1
846541810,1
846541807,1
847509620,1
"[271837202, 6630990244, 6200259749, 4162099251, 1868858878]",1
10262111976,1
271836904,0
271837010,1
271837050,0
"[6241710325, 646206633, 6241710324, 6241710323]",1
271836992,1
"[271837095, 271837106]",1
"[271837509, 6241687767]",0
6241710334,0
271836910,0
271836912,0
271837595,0
271837674,0
271836915,0
"[850375979, 271837575, 6241710315, 645801839, 645801850, 6782941199, 645801852, 645801854, 646206388, 850375982]",1
271837860,0
646206484,1
646206505,0
"[646206386, 1867785140, 6241743828, 6241743827]",0
271836939,0
271836963,1
271837116,1
6200259745,1
6200259764,1
"[1868858887, 1868858888, 1868858893, 1868858894]",0
271837122,0
271837141,0
271837158,0
"[6630992410, 6630992402, 1868858909, 6630992419]",0
271840655,0
271840710,1
271837503,3
271837504,0
6241669886,0
271837898,1
271838048,0
"[271838322, 6241669457, 6241669455, 6241669456]",1
271837893,3
271838073,0
6241687769,2
271837548,2
271837708,0
271837640,1
646216061,0
271837729,0
271837732,2
271837875,1
271837849,1
271837832,3
271837836,0
271837930,2
271838027,0
271837931,2
271838160,0
823981179,0
271838044,0
271837993,1
271837955,0
823981211,1
823981199,1
823981173,2
271838034,1
823981103,1
271837972,1
823981170,1
6241669459,1
271838340,1
271838495,1
1868858963,2
271839062,1
271838524,2
1868858960,0
271839111,0
271838360,0
271838548,2
271838595,0
271838566,0
271838361,0
271838394,2
271838391,1
271838638,1
271838580,1
271838640,1
1868858956,1
1868858957,1
1868858953,1
1868858959,1
1868858951,0
271839363,1
271839056,1
271839185,1
271839150,1
271839123,1
271840707,0
271840690,1
271840687,0
"[271840656, 1868858864]",1
"[6241520625, 6241520624]",1
"[1868858837, 1868858847, 6241695169, 6241695168]",1
271840750,1
271840689,1
271840735,1
271840733,0
271841211,1
271840958,1
271841217,0
271841003,1
271840989,0
271841157,2
271840736,1
271841000,0
"[1868858792, 1868858788, 1868858791, 1868858794]",1
"[271840778, 1868858865, 1868929022, 1868929025]",1
"[6241441382, 6241441381]",0
"[1868928961, 271844598]",1
"[6241441384, 6241442485]",0
"[1868929190, 768255318]",1
"[1868929086, 1868858874, 1868858875]",0
"[271844595, 6200229417]",0
271841140,0
271840996,0
271841221,1
271840966,1
271841387,2
271841476,0
271841412,2
271841389,1
271841488,1
271841396,1
271841016,1
271841042,1
271841219,1
271841307,1
271841447,1
271841392,1
271841394,0
271841395,0
277561566,0
271841513,0
271841556,2
"[3521923891, 3521923892]",0
271841558,2
"[1860896158, 1860896156, 1860896163, 1860896159, 1860896165]",1
"[6241409361, 3521923885, 6241409360, 6241409359]",1
5835097940,1
271841559,2
"[6200228676, 1868858745, 3521923881, 6200228673, 6200228672]",1
"[3521923901, 3521923903, 3521923902, 6288073410]",0
6200228678,1
"[1860896181, 6241409356, 6241409358]",1
6241409352,0
"[271842163, 6236280478, 6236280483, 6236280475, 6236280474]",2
276644241,1
1682880971,0
271842179,0
"[1868858779, 1868858784]",1
276644420,1
276644402,1
"[6236280453, 1868858755, 1868858762, 6236280459, 6236280464, 6236280454, 1868858764, 6236280446, 6236280462, 6236280458, 6236280449, 6236280450]",0
271844928,1
6207690612,2
6207690624,1
1868928845,2
271842288,0
271842518,0
"[11627457668, 6192532851, 6192532835, 11627476833]",0
6241221077,2
11627476824,0
271843951,2
"[6241221078, 6241221076, 567090776, 846539165, 567090792, 567090800, 6241221072, 846539160]",2
786576806,1
278716933,1
786577181,1
271843911,1
"[6257950253, 3521914832, 3521914843]",0
3521914831,1
3521914837,1
271843932,1
271844253,0
11627348645,0
"[271843937, 6688291928]",0
"[6192532827, 271843938]",2
6688291933,0
"[11627746154, 11627746137, 11627746156, 11627746140, 11627746146, 11627746155]",2
"[271844002, 6229581042, 9263803548, 9263803533, 9263803547, 7651150833, 9263768213, 9263803539, 9263803550]",1
9263803556,1
"[9263803518, 9263803517, 9263803560]",1
"[271898284, 271898285, 5548543252, 5548543253]",0
6229581023,1
"[271844007, 271844039]",1
"[6192177098, 6192177092, 6192177093, 6192177096, 6192177094]",1
271844054,0
"[6192177100, 6192177099]",0
6192177104,0
271844055,0
271844066,0
"[6192218776, 6192218771, 6192218773, 6192218770, 6192218774]",0
271844126,0
6192202748,0
"[271844190, 6192218761, 271844191, 6192218763, 6192202744, 6192218758, 6192218764]",0
"[271844127, 6192202736, 6192218754, 6192218753]",0
6192202734,1
6192218757,0
271844129,0
271844145,0
"[271844143, 271844140]",0
"[271844234, 6229581012, 6229581013, 6229581014]",1
6229581016,1
6229581041,1
271844254,1
271844235,1
271844236,2
278123163,1
"[4716713142, 6200296714]",1
278123156,1
6192162584,1
6200296705,2
3521914838,0
271844606,2
1868929335,0
6611508808,0
271844905,0
271844834,0
271844919,0
271844764,0
9761257924,1
271844774,2
271844801,1
1868930104,1
"[1868858934, 1868858932, 1868929929, 1868929900]",1
271844803,1
1868929785,1
271844814,1
271844828,3
271844874,0
271844885,1
271844871,0
271844915,1
271844873,1
271844917,1
6241442491,0
271844924,0
271844914,3
752191600,0
271845035,0
271845009,2
271844939,0
271845037,1
271845566,1
271845368,1
271844956,1
271844958,1
271845039,1
271845041,1
271845040,1
271845042,1
752191861,2
271845021,2
752191860,1
"[271845157, 271845569]",0
271845683,0
271845931,0
"[271845282, 271845898]",0
271845631,0
271846114,2
271845793,2
850375234,0
271845928,0
271845616,2
271845895,1
271845504,1
271845593,1
271845511,2
271845488,0
271845613,1
271845410,2
271845461,0
271845442,2
271845440,0
271845484,0
271845502,1
645801607,1
645801606,1
645801604,1
271845589,1
645801598,1
271845662,1
850370358,1
645801613,2
850370359,1
271845679,1
645801548,1
645801554,1
271846115,1
"[6241750814, 645801641, 6241750810, 645801645, 850375332, 645801649, 6241750816, 645801651, 850375334, 645801657, 6241750815, 850375336]",1
271845792,2
"[271845728, 645801659]",1
"[645801665, 645801663, 6241743673, 6241743672]",1
645801565,0
645801686,2
"[645801670, 1867785461, 645801675, 645801701, 645801676, 6241743668, 6241743667, 6241743671, 1867785459, 1867785470]",2
645801590,3
645801568,2
271845874,1
850399122,1
271846078,2
271846100,1
271846104,2
"[6241773307, 271846105, 6241773309, 6241773310, 6241773311]",1
271846098,1
"[271846273, 6241773300, 6241773301, 6241773317]",0
6241773324,0
6241750813,0
823956990,1
6241773325,1
6241773304,1
271846281,0
271846288,0
271846294,1
271846484,2
271846499,1
271846483,1
271846508,1
271846534,1
271846518,1
271846495,1
823957153,1
271846539,1
271846520,1
271846523,0
271847076,0
271846525,0
271847075,0
271846527,1
271846532,1
271846706,1
271846634,1
271846564,1
271847290,1
271847388,1
271847145,1
271847067,0
271847219,0
271847300,0
271847391,0
588342590,1
271847182,1
"[273112069, 6241612295, 273420281]",1
271847407,1
"[271847156, 271847179]",0
"[6241611677, 271847164]",1
271847211,1
271847577,1
271847554,1
271847582,1
"[271847419, 6241669906]",2
271847549,2
6241669909,1
271847537,0
"[271847434, 6241669902]",2
271847457,0
6241669905,0
271847495,1
271847481,1
271847436,1
271847490,1
271847437,0
271847502,1
850422163,0
271847801,0
271847851,0
271847454,0
271847474,0
271847830,0
271847820,3
271847540,0
271847583,0
271847585,0
271847572,2
271847574,1
271847587,1
271847579,0
271847576,0
271847737,0
271847777,0
789231417,0
273112647,1
273112037,1
"[273112649, 273112733]",1
273112038,1
271847816,1
"[271847880, 854215567]",1
271848007,1
271848041,1
271848006,1
271848133,1
271847914,1
271847944,1
271847915,1
271847942,2
271848135,2
271847917,0
271847918,0
271847919,0
271848160,0
271847920,1
271848028,1
271848172,1
271847921,1
271848797,1
271848076,2
271848224,0
271848120,0
271848816,1
271847940,1
271847952,1
271847956,0
271848030,0
271847988,1
271847941,1
271848072,1
271848121,1
271848247,3
271848126,2
271848128,1
271848249,1
271848267,2
271848294,2
271848813,0
271848989,0
"[6236336547, 1867785323, 6236336548, 1867785333, 1867785351, 6236336542, 1867785348, 6236336534, 6236336538, 6236336537]",0
271861583,0
271862275,0
"[6236365816, 6236365821, 271862348, 6236365815]",0
271862424,0
271861586,1
271862347,1
271861591,2
"[6236365804, 6236365799, 271862341, 271862342, 6236365800]",2
271862545,0
271861593,0
271861594,0
271862928,0
271862971,2
271861605,0
271861762,1
"[6236365788, 271893093]",0
271863223,0
271861960,1
271861951,2
271861982,0
271861797,1
271863146,0
271863035,1
271863630,0
6236365792,1
271863067,1
271863288,1
271863214,1
271862027,1
271862029,1
271862053,0
271862370,1
271862470,1
271862423,1
271862656,1
271862620,1
271862496,2
271862536,1
271862421,1
271862731,1
271862571,2
271862595,2
271862802,0
271862775,2
271863605,0
271862739,1
271863557,1
271863625,0
271893287,0
271863102,1
772371261,0
271893145,0
271893249,0
271893297,0
271893213,0
271897389,0
6578495741,2
271897631,0
271897632,0
271897630,2
"[6541802216, 6541802215, 6541802233, 6541802217]",2
271897550,1
6229581074,2
6229581059,0
6229581047,2
"[271898299, 3521914851]",0
1868928782,0
"[271898311, 1868928790, 6229581078, 6229581081, 1868928793, 1868928807, 1868928802]",0
6229582495,0
"[272665439, 272653580]",1
6241570417,0
6241570421,1
825411539,1
6241576184,1
6241570422,1
272653571,1
273111228,0
273101210,2
273111658,0
273111272,2
273111898,0
273101209,1
272653575,1
273101535,1
273111947,0
273111889,0
273101224,0
825411538,0
272665440,0
273101230,1
273101205,1
273101512,1
273099712,1
273101549,1
273101531,0
273100719,1
6209869427,0
6209869408,0
272675597,2
1860896453,0
277565061,0
277564548,0
277565324,1
272675604,1
272675607,0
277565497,1
277566029,2
277565955,1
277564686,1
277565361,1
277565970,1
277566060,1
277565968,1
272675619,1
277566163,1
277566490,1
277567194,1
272675623,0
277566305,3
277566067,1
277566505,0
277567196,1
277567278,1
277566265,1
277567109,2
272675627,2
277566261,0
"[6209841908, 6209841909, 6209841906, 6209841910, 6209841907, 6209841911, 6209841912]",2
"[6209841929, 6209841934, 6209841935, 6209841930]",0
"[6209841895, 6209841899, 6209841896, 6209841898]",0
"[6209841914, 6209841913]",2
273099719,1
273099869,1
273099709,0
273101225,0
273099711,0
273099738,0
273100716,1
273099729,1
273101626,1
273099717,2
273099748,0
273100334,0
11143993409,0
273100243,0
273100328,0
273099932,0
273100235,2
273100039,0
273100166,3
273100290,2
273100042,1
"[6236429031, 6236429034, 6236429040, 6236429037, 644913057, 856125243, 644913074, 856125239, 644913087, 856125246, 644913091, 644913092]",2
273100174,0
"[273099946, 6236387734]",0
273100506,0
6236387737,0
273100700,0
"[273099973, 6236387738]",0
273099994,1
"[273099960, 856120655, 273099963, 645680307]",0
273100375,0
644913190,0
273099992,0
3750347794,2
273100002,1
273100383,1
644913069,1
6236387742,1
273100066,1
644913063,1
273099997,1
273100012,0
273100011,0
273100013,0
273100015,0
273100014,0
"[856124846, 273100047, 856124861, 644913019, 6236429050, 856124851, 644913026]",0
"[644913033, 6236429045, 644913035]",0
"[6236429054, 6236429051, 6236429053, 6236429052]",1
566387749,2
273100069,2
273100070,2
273100327,2
273100411,1
273100413,2
273101358,1
768968619,0
273101364,1
273100497,1
273100498,1
273100544,1
273100502,1
273101265,1
"[273101344, 273101345]",1
273100548,1
273101266,1
273100705,1
273100703,1
273100722,0
273101509,1
273101656,0
273101643,0
273101221,1
273101642,1
273111900,1
273101633,0
273101629,0
273101353,0
273111950,1
273111274,1
273111753,1
273111232,1
273111439,1
273111693,1
273111656,1
273111700,2
273111633,2
273111640,1
273111427,0
273111627,0
273111632,0
273111719,2
273111754,1
273111687,1
273111771,1
273111756,1
273111817,1
273111766,1
273111757,1
273111690,1
273111903,1
273111901,0
273111914,2
273112632,0
273112039,0
273112056,0
273112604,1
"[273112053, 273112444]",0
273112605,1
273112063,1
273112040,0
273112052,0
273112584,1
273112048,1
273112047,1
273112443,1
273112430,1
273112046,1
273112054,1
273112338,0
273112358,1
273112059,2
273112429,1
273112424,3
273420466,1
273112268,2
6241612298,0
273420465,2
273112339,2
273112308,1
273112312,1
273112425,2
273112311,1
273112309,1
273112274,1
273112321,2
273112310,2
273416014,2
273420789,2
273421343,2
273113751,1
273416509,2
273112797,2
273112951,1
273113008,1
273113111,1
273112906,1
273112606,1
273112729,1
273112706,2
273112988,0
273112608,0
273113011,2
273112793,2
273113121,1
273113117,1
273112954,1
273113158,2
6241622439,0
273113196,0
"[273112955, 6241622436]",1
"[273113179, 6241576390]",1
273113183,1
273113195,1
273113426,1
273113427,1
6236387717,1
273113192,1
273113194,1
273416035,3
273113202,3
273113518,1
273418662,0
273113766,0
273418444,0
273113747,0
273113757,0
273418228,1
273415974,1
273418443,1
273416190,2
273418128,1
273416982,1
273416011,1
273417021,1
273417020,1
"[273416631, 6241596985]",1
273416979,1
273421282,1
273421342,1
273416980,1
273418097,1
273417054,1
273418523,0
273418615,1
273418679,0
273418622,1
273420269,0
273420266,0
"[4847282013, 4847282006, 4847282003, 4847282011, 4847282001]",0
273420244,1
273420171,1
273420234,1
"[4847281968, 4847281993, 4847281997]",1
273420241,1
273419134,1
273420229,0
273420230,1
273420226,1
273420223,1
273420231,1
273420165,0
273420167,0
273420170,0
4847282019,0
273420168,1
273420175,1
4847281967,0
4847281992,2
"[4847281974, 4847281975]",1
273420255,1
273420257,1
1867786328,1
273420280,1
273420261,1
273420264,1
273420323,1
273421339,1
273421330,1
273421264,1
273421333,1
273421275,1
"[273421318, 1867786357]",1
273420542,1
273421340,1
273421341,1
273421226,1
"[273421561, 6241836043, 1867786504, 1867786488, 1867786492, 1867786490, 6241836039, 1867786512, 1867786513, 6241836044]",2
273421363,2
273421353,1
273421831,1
1867786547,1
273421361,1
"[273421292, 6241836052, 1867786475, 6241836049, 1867786443, 1867786460, 1867786450, 6241836050, 1867786463, 1867786465]",1
273421553,1
275268570,1
273421393,2
273421266,1
1867786439,1
"[1867786365, 273421324, 1867786396, 1867786406, 6241836062, 1867786414, 6241836057, 6241836060, 6241836056]",1
273421320,2
273421314,1
"[6243689501, 275265336]",0
273421511,1
"[6243689506, 1867786361, 6243689509, 6243689507, 6243689503, 6243689504, 6243689505, 6243689508]",1
275265920,1
273421453,1
273421451,1
"[1867786359, 6241818358, 6243689532, 6243689533, 6241818359]",1
273421317,1
273421321,1
"[6241818353, 6241818352]",2
"[273421838, 6241899798, 6241899795, 6241899797, 1867786553, 1867786556, 1867786554, 1867786569, 6241899794, 1867786570]",1
1867786590,0
275274346,2
1867786592,2
1867786605,2
273421974,2
275275304,1
273421979,1
"[6241899793, 1867786621, 1867786623, 6241899785, 6241899380, 6241899377, 6241899381, 6241899790, 6241899788]",1
"[273421981, 275277092]",1
275275323,2
273422003,2
"[275277267, 1867786694]",2
275277268,1
1867786703,1
644831303,1
275265921,1
"[2289665165, 2289665155, 2289665164]",1
275267392,2
275267540,0
275265930,2
"[275265931, 2099806195, 2099806205]",1
275267666,1
275267543,1
"[275265937, 2099616331, 275265938, 2289665193]",1
275267857,1
275268220,1
275268405,2
275265941,1
275267939,1
275269133,1
6209841891,1
275269273,1
275268622,1
275267766,2
275268294,2
275268571,1
275268574,1
275269315,2
275269233,1
275269331,1
275269213,1
6209841897,1
275269334,1
1871106500,1
275270270,1
275269716,1
275271213,2
275270061,1
"[6209841919, 6209841920]",1
275270248,1
"[6209841917, 6209841918]",1
6209841932,1
275270615,2
275270555,2
275270443,1
275270460,0
275271214,1
825360396,1
825359989,1
275271624,1
773402741,1
825360569,1
275271450,1
275271473,1
773400481,1
825360147,3
275277095,3
275274455,1
275277269,1
275277262,1
1867787465,1
1867787292,1
275277274,3
644847744,0
"[6241899364, 6241899367, 1867787744, 6241899361, 1867787791, 6241899366, 6241899365, 6241899362, 6241899363]",1
275277323,2
"[1867786976, 644831249, 1867786978, 1867787309]",1
276644430,1
276644691,1
6192429611,1
"[276645159, 6192429629]",1
276645282,0
276646526,1
"[1860896212, 6192429622]",0
276645345,1
276646247,1
276645465,1
276645285,1
276645587,1
276646490,1
276645555,1
1868928934,1
"[276647248, 1860896094]",1
276645536,1
276645553,1
276645624,1
276645642,1
276645626,1
276646561,2
276646292,1
276646270,1
"[276645706, 6236280436, 6236280435, 6236280438]",1
6236280445,1
6236280441,2
"[276646125, 6236280444]",2
276645857,1
276645710,1
276645715,2
276645750,1
276645897,0
5557701920,2
"[646476750, 646476752, 6236298386, 646476754, 1860896281, 6236298176, 6236298385, 6236298395]",0
276645908,0
276645958,0
276646079,0
276646148,2
276646160,1
276646228,1
276646249,2
276646427,1
"[276646720, 6200812127, 765638625, 6200812126]",0
6200812130,1
"[1860896032, 1860896126]",0
"[6200812147, 6200812148]",1
276646774,1
276646776,1
276646824,1
276646825,1
"[276647290, 1860896099]",0
276647255,0
"[1860896017, 1860896098]",0
"[1860896027, 1860896101]",0
"[1860896015, 1860896095]",0
"[1860896016, 1860896097]",0
786570653,0
767595268,2
"[1860896012, 1860896073]",0
276647610,0
276647941,1
276649313,1
276648146,1
276648092,2
276649453,1
276647967,1
5567182144,1
276647618,1
276652051,1
276647619,1
276651977,1
276648490,1
772377000,1
276648159,1
276648124,0
276647945,0
276648189,0
276647948,0
"[276648254, 276648291]",0
